|6.6.6
pyrolite_workman_hart2005.tab
           2
T(K)
   400.00360000000001
   19.999960000020000
         181
P(bar)
   15001.334999999999
   5114.9322988556905
         262
           8
T(K)           P(bar)         rho,kg/m3      alpha,1/K      cp,J/K/kg      vp,km/s        vs,km/s        h,J/kg
  2459.999         20116.       3146.125      0.5444881E-04   1369.803       6.812542       3.943961     -0.1016734E+08
  2479.999         20116.       3142.680      0.5503657E-04   1373.457       6.794927       3.934513     -0.1013973E+08
  2499.999         20116.       3139.254      0.5568489E-04   1377.269       6.776894       3.924943     -0.1011210E+08
  2519.999         20116.       3135.742      0.5641837E-04   1381.116       6.758417       3.915292     -0.1008465E+08
  2539.999         20116.       3132.148      0.5725382E-04   1385.235       6.739266       3.905545     -0.1005715E+08
  2559.999         20116.       3128.528      0.5822394E-04   1389.541       6.719358       3.895591     -0.1002911E+08
  2579.999         20116.       3124.866      0.5936416E-04   1394.251       6.698449       3.885491     -0.1000171E+08
  2599.999         20116.       3121.121      0.6073753E-04   1399.492       6.676164       3.875163     -0.9973628E+07
  2619.999         20116.       3117.271      0.6241571E-04   1405.522       6.652213       3.864658     -0.9945573E+07
  2639.999         20116.       3113.313      0.6451390E-04   1412.743       6.626040       3.853895     -0.9917377E+07
  2659.999         20116.       3109.195      0.6720789E-04   1421.759       6.596883       3.842865     -0.9888975E+07
  2679.999         20116.       3104.911      0.7080316E-04   1433.590       6.563502       3.831494     -0.9860474E+07
  2699.999         20116.       3100.383      0.7598178E-04   1450.911       6.523394       3.819703     -0.9831678E+07
  2719.999         20116.       3095.430      0.8507920E-04   1482.657       6.468690       3.807449     -0.9802298E+07
  2739.999         20116.       3091.763      0.6125602E-04   1402.030       6.754979       3.841649     -0.9746816E+07
  2759.999         20116.       3089.537      0.5663912E-04   1387.627       6.793414       3.836281     -0.9717978E+07
  2779.999         20116.       3086.059      0.5714167E-04   1391.586       6.775297       3.825742     -0.9690162E+07
  2799.999         20116.       3082.547      0.5808127E-04   1398.381       6.755902       3.815130     -0.9662254E+07
  2819.999         20116.       3078.954      0.5873041E-04   1403.059       6.736247       3.804349     -0.9634192E+07
  2839.999         20116.       3075.305      0.5938363E-04   1407.795       6.716377       3.793473     -0.9606159E+07
  2859.999         20116.       3071.642      0.6005987E-04   1412.713       6.696288       3.782582     -0.9577951E+07
  2879.999         20116.       3067.915      0.6075611E-04   1417.730       6.675944       3.771562     -0.9549683E+07
  2899.999         20116.       3064.174      0.6147792E-04   1422.923       6.655209       3.760362     -0.9521240E+07
  2919.999         20116.       3060.360      0.6222254E-04   1428.365       6.634269       3.749188     -0.9492721E+07
  2939.999         20116.       3056.554      0.6299219E-04   1433.905       6.613055       3.737810     -0.9464143E+07
  2959.998         20116.       3052.666      0.6379035E-04   1439.630       6.591482       3.726393     -0.9435393E+07
  2979.998         20116.       3048.782      0.6461603E-04   1445.585       6.569693       3.714876     -0.9406499E+07
  2999.998         20116.       3044.822      0.6547360E-04   1451.823       6.547488       3.703174     -0.9377496E+07
  3019.998         20116.       3040.792      0.6636277E-04   1458.237       6.524968       3.691402     -0.9348373E+07
  3039.998         20116.       3036.752      0.6728412E-04   1464.887       6.502177       3.679524     -0.9319226E+07
  3059.998         20116.       3032.634      0.6824588E-04   1471.822       6.478906       3.667501     -0.9289797E+07
  3079.998         20116.       3028.438      0.6924735E-04   1479.027       6.455218       3.655341     -0.9260264E+07
  3099.998         20116.       3024.227      0.7028805E-04   1486.530       6.431239       3.643060     -0.9230662E+07
  3119.998         20116.       3019.961      0.7137344E-04   1494.328       6.406818       3.630667     -0.9200892E+07
  3139.998         20116.       3015.601      0.7251080E-04   1502.522       6.381897       3.618054     -0.9170874E+07
  3159.998         20116.       3011.198      0.7370158E-04   1511.118       6.356476       3.605264     -0.9140678E+07
  3179.998         20116.       3006.726      0.7494501E-04   1520.081       6.330611       3.592392     -0.9110416E+07
  3199.998         20116.       3002.154      0.7624874E-04   1529.459       6.304271       3.579386     -0.9079996E+07
  3219.998         20116.       2997.529      0.7762246E-04   1539.329       6.277281       3.566182     -0.9049320E+07
  3239.998         20116.       2992.843      0.7906846E-04   1549.773       6.249688       3.552737     -0.9018427E+07
  3259.998         20116.       2988.103      0.8059414E-04   1560.733       6.221491       3.539101     -0.8987281E+07
  3279.998         20116.       2983.218      0.8220972E-04   1572.351       6.192587       3.525250     -0.8955927E+07
  3299.998         20116.       2978.305      0.8391463E-04   1584.599       6.163091       3.511241     -0.8924416E+07
  3319.998         20116.       2973.218      0.8572966E-04   1597.640       6.132729       3.496985     -0.8892634E+07
  3339.998         20116.       2968.093      0.8766559E-04   1611.491       6.101435       3.482489     -0.8860466E+07
  3359.998         20116.       2962.866      0.8972963E-04   1626.281       6.069430       3.467699     -0.8828095E+07
  3379.998         20116.       2957.445      0.9194295E-04   1642.158       6.036288       3.452667     -0.8795404E+07
  3399.998         20116.       2951.983      0.9432640E-04   1659.249       6.002186       3.437270     -0.8762422E+07
  3419.998         20116.       2946.315      0.9690164E-04   1677.678       5.966805       3.421602     -0.8729017E+07
  3439.998         20116.       2940.535      0.9968059E-04   1697.555       5.930415       3.405646     -0.8695412E+07
  3459.997         20116.       2934.589      0.1027343E-03   1719.336       5.892367       3.389166     -0.8661135E+07
  3479.997         20116.       2928.418      0.1060702E-03   1743.195       5.852843       3.372324     -0.8626479E+07
  3499.997         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3519.997         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3539.997         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3559.997         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3579.997         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3599.997         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3619.997         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3639.997         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3659.997         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3679.997         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3699.997         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3719.997         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3739.997         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3759.997         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3779.997         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3799.997         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3819.997         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3839.997         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3859.997         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3879.997         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3899.997         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3919.997         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3939.997         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3959.996         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3979.996         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
  3999.996         20116.       2928.158      0.1062107E-03   1744.200       5.851181       3.371616     -0.8625024E+07
   400.004         25231.       3456.679      0.2652673E-04   1009.692       8.510401       4.880282     -0.1257930E+08
   420.004         25231.       3454.792      0.2685375E-04   1026.909       8.498853       4.871243     -0.1255843E+08
   440.004         25231.       3452.967      0.2712536E-04   1042.018       8.487228       4.862294     -0.1253818E+08
   460.003         25231.       3451.102      0.2735493E-04   1055.401       8.475606       4.853396     -0.1251709E+08
   480.003         25231.       3449.195      0.2755071E-04   1067.217       8.464029       4.844636     -0.1249551E+08
   500.003         25231.       3447.310      0.2772061E-04   1077.872       8.452412       4.835907     -0.1247462E+08
   520.003         25231.       3445.387      0.2787152E-04   1087.336       8.440889       4.827355     -0.1245238E+08
   540.003         25231.       3443.427      0.2800798E-04   1095.928       8.429352       4.818902     -0.1243078E+08
   560.003         25231.       3441.527      0.2813433E-04   1103.734       8.417884       4.810604     -0.1240879E+08
   580.003         25231.       3439.584      0.2825457E-04   1110.768       8.406377       4.802343     -0.1238677E+08
   600.003         25231.       3437.610      0.2837046E-04   1117.283       8.394912       4.794176     -0.1236411E+08
   620.003         25231.       3435.658      0.2848545E-04   1123.263       8.383517       4.786092     -0.1234206E+08
   640.003         25231.       3433.710      0.2860204E-04   1128.719       8.372034       4.778169     -0.1231962E+08
